ID_Imovel,Tipo_Imovel,Cidade,Bairro,Area_m2,Num_Quartos,Num_Banheiros,Aluguel_Mensal,Disponivel
IMV-0679,Estúdio,Belo Horizonte,Zona Leste,112,1,1,2247.82,Não
IMV-0680,Apartamento,Salvador,Zona Norte,205,3,2,2783.49,Sim
IMV-0681,Apartamento,Porto Alegre,Zona Leste,63,2,2,2705.68,Não
IMV-0682,Apartamento,Porto Alegre,Centro,78,1,2,662.09,Sim
IMV-0683,Casa,São Paulo,Zona Leste,142,2,1,4441.06,Não
IMV-0684,Estúdio,São Paulo,Zona Oeste,168,4,2,753.94,Sim
IMV-0685,Apartamento,Rio de Janeiro,Zona Sul,216,1,1,3035.0,Não
IMV-0686,Apartamento,Rio de Janeiro,Zona Norte,213,2,2,4143.75,Sim
IMV-0687,Apartamento,Belo Horizonte,Zona Norte,62,1,2,4136.99,Não
IMV-0688,Casa,Porto Alegre,Zona Leste,177,1,1,1614.94,Sim
IMV-0689,Casa,São Paulo,Zona Norte,293,3,1,517.04,Sim
IMV-0690,Estúdio,Salvador,Centro,122,4,1,2143.14,Não
IMV-0691,Casa,Rio de Janeiro,Centro,45,2,2,1323.43,Sim
IMV-0692,Estúdio,Rio de Janeiro,Zona Sul,120,4,2,2529.09,Não
IMV-0693,Apartamento,São Paulo,Zona Norte,180,1,1,4849.7,Não
IMV-0694,Apartamento,São Paulo,Zona Oeste,46,1,2,3848.76,Não
IMV-0695,Apartamento,Porto Alegre,Zona Oeste,275,4,2,2170.57,Sim
IMV-0696,Apartamento,Salvador,Centro,207,3,2,3769.56,Sim
IMV-0697,Apartamento,Rio de Janeiro,Zona Sul,271,2,2,1672.82,Não
IMV-0698,Apartamento,Belo Horizonte,Centro,281,4,1,2878.21,Não
IMV-0699,Casa,Rio de Janeiro,Centro,163,2,1,1229.72,Sim
IMV-0700,Estúdio,Porto Alegre,Zona Norte,288,2,1,3093.92,Sim
IMV-0701,Estúdio,Porto Alegre,Zona Sul,172,2,2,2687.95,Sim
IMV-0702,Casa,Porto Alegre,Centro,30,1,2,4373.89,Sim
IMV-0703,Estúdio,Salvador,Zona Oeste,62,3,2,4886.78,Não
IMV-0704,Apartamento,Salvador,Centro,233,3,1,2081.17,Não
IMV-0705,Casa,Belo Horizonte,Zona Oeste,160,2,2,2385.75,Sim
IMV-0706,Estúdio,Rio de Janeiro,Zona Sul,127,4,1,4973.05,Não
IMV-0707,Estúdio,Belo Horizonte,Zona Norte,215,1,2,753.25,Não
IMV-0708,Casa,Salvador,Centro,141,4,1,4433.09,Sim
IMV-0709,Apartamento,Rio de Janeiro,Zona Norte,146,4,1,3793.46,Não
IMV-0710,Casa,Rio de Janeiro,Zona Norte,87,1,1,2858.07,Não
IMV-0711,Casa,São Paulo,Centro,270,3,1,4118.72,Não
IMV-0712,Estúdio,Rio de Janeiro,Zona Leste,234,4,2,4698.59,Sim
IMV-0713,Casa,Belo Horizonte,Zona Oeste,97,2,1,2444.33,Sim
IMV-0714,Estúdio,Belo Horizonte,Zona Norte,34,1,2,2189.08,Não
IMV-0715,Estúdio,São Paulo,Zona Leste,235,3,1,2410.3,Não
IMV-0716,Estúdio,Salvador,Zona Sul,275,1,2,3210.0,Não
IMV-0717,Casa,São Paulo,Zona Oeste,174,2,1,4286.36,Não
IMV-0718,Estúdio,Salvador,Zona Norte,272,4,1,4477.07,Sim
IMV-0719,Estúdio,São Paulo,Zona Leste,191,4,2,2199.97,Não
IMV-0720,Estúdio,Salvador,Zona Sul,217,4,2,3420.37,Sim
IMV-0721,Apartamento,Rio de Janeiro,Centro,225,4,1,2834.29,Sim
IMV-0722,Apartamento,Porto Alegre,Zona Leste,33,1,2,4410.0,Sim
IMV-0723,Estúdio,Salvador,Zona Norte,202,2,1,2132.89,Sim
IMV-0724,Apartamento,Salvador,Zona Oeste,32,3,1,4826.35,Não
IMV-0725,Estúdio,Porto Alegre,Zona Oeste,265,2,1,845.66,Não
IMV-0726,Casa,Salvador,Centro,127,1,1,814.95,Não
IMV-0727,Apartamento,Salvador,Zona Sul,150,1,2,1371.76,Sim
IMV-0728,Apartamento,São Paulo,Zona Oeste,178,2,2,4923.85,Não
IMV-0729,Estúdio,Salvador,Zona Sul,197,1,2,2105.48,Não
IMV-0730,Casa,Salvador,Zona Sul,144,1,1,1155.94,Sim
IMV-0731,Apartamento,Porto Alegre,Zona Sul,228,4,1,4342.48,Sim
IMV-0732,Estúdio,São Paulo,Zona Norte,47,1,2,1696.98,Não
IMV-0733,Casa,Rio de Janeiro,Zona Leste,291,4,2,1790.72,Não
IMV-0734,Estúdio,Salvador,Centro,272,1,2,850.65,Sim
IMV-0735,Apartamento,Porto Alegre,Centro,203,4,1,3411.64,Não
IMV-0736,Apartamento,Rio de Janeiro,Zona Norte,177,1,2,1811.48,Não
IMV-0737,Estúdio,Belo Horizonte,Zona Oeste,147,1,1,4900.32,Não
IMV-0738,Apartamento,Salvador,Zona Leste,132,4,2,1171.72,Sim
IMV-0739,Casa,Salvador,Zona Leste,75,1,1,4959.25,Sim
IMV-0740,Casa,Rio de Janeiro,Zona Norte,291,4,1,2565.61,Não
IMV-0741,Estúdio,São Paulo,Zona Norte,116,3,1,1245.79,Sim
IMV-0742,Estúdio,Rio de Janeiro,Zona Oeste,162,2,2,2843.25,Sim
IMV-0743,Casa,Porto Alegre,Zona Oeste,146,2,1,1599.64,Sim
IMV-0744,Estúdio,Belo Horizonte,Zona Sul,91,1,2,2519.74,Não
IMV-0745,Estúdio,Belo Horizonte,Centro,148,2,1,950.07,Sim
IMV-0746,Casa,Rio de Janeiro,Zona Leste,211,1,2,3912.77,Sim
IMV-0747,Casa,São Paulo,Zona Sul,281,1,1,2367.46,Não
IMV-0748,Apartamento,Porto Alegre,Zona Oeste,105,4,1,4823.04,Não
IMV-0749,Casa,São Paulo,Zona Oeste,192,1,2,4853.79,Não
IMV-0750,Casa,São Paulo,Zona Sul,182,2,1,679.53,Sim
IMV-0751,Apartamento,Salvador,Zona Leste,274,1,2,4715.81,Não
IMV-0752,Apartamento,Salvador,Zona Leste,41,4,1,2195.05,Não
IMV-0753,Estúdio,Belo Horizonte,Zona Leste,172,1,1,3582.85,Sim
IMV-0754,Apartamento,Porto Alegre,Zona Norte,50,1,1,4600.53,Não
IMV-0755,Apartamento,Salvador,Zona Leste,230,1,2,3252.72,Não
IMV-0756,Estúdio,Porto Alegre,Zona Oeste,57,4,1,1950.33,Sim
IMV-0757,Estúdio,Rio de Janeiro,Zona Leste,196,4,2,1987.57,Sim
IMV-0758,Estúdio,Porto Alegre,Zona Leste,155,1,2,3421.18,Sim
IMV-0759,Apartamento,Salvador,Zona Sul,170,2,1,2181.3,Sim
IMV-0760,Casa,Belo Horizonte,Zona Leste,284,3,2,711.33,Sim
IMV-0761,Estúdio,Belo Horizonte,Zona Norte,116,1,1,1207.36,Não
IMV-0762,Apartamento,São Paulo,Zona Sul,196,1,1,3727.24,Não
IMV-0763,Estúdio,Belo Horizonte,Zona Oeste,228,2,2,1545.94,Não
IMV-0764,Apartamento,São Paulo,Zona Sul,281,4,2,1003.08,Não
IMV-0765,Casa,Salvador,Centro,120,3,2,4429.55,Sim
IMV-0766,Apartamento,Porto Alegre,Zona Leste,33,4,2,549.58,Sim
IMV-0767,Apartamento,Belo Horizonte,Zona Norte,277,1,1,1044.29,Sim
IMV-0768,Estúdio,Salvador,Zona Sul,116,4,1,1404.35,Não
IMV-0769,Apartamento,São Paulo,Centro,157,1,2,2824.88,Não
IMV-0770,Casa,Belo Horizonte,Centro,93,1,1,3341.46,Não
IMV-0771,Casa,Rio de Janeiro,Zona Leste,261,1,2,2153.32,Sim
IMV-0772,Casa,Belo Horizonte,Zona Norte,69,4,1,4756.68,Não
IMV-0773,Casa,Salvador,Centro,172,2,1,4587.39,Sim
IMV-0774,Apartamento,Rio de Janeiro,Zona Norte,208,2,2,1134.58,Não
IMV-0775,Apartamento,Salvador,Zona Oeste,293,1,1,1765.43,Sim
IMV-0776,Casa,Salvador,Zona Leste,219,4,2,662.62,Não
IMV-0777,Estúdio,São Paulo,Centro,185,4,2,4482.6,Não
IMV-0778,Apartamento,Porto Alegre,Zona Norte,45,4,1,1066.37,Não
IMV-0779,Casa,Porto Alegre,Zona Oeste,254,3,2,4004.47,Sim
IMV-0780,Estúdio,Belo Horizonte,Zona Oeste,122,2,1,928.01,Sim
IMV-0781,Casa,São Paulo,Zona Norte,235,2,2,4547.77,Não
IMV-0782,Estúdio,São Paulo,Centro,183,2,1,2018.19,Sim
IMV-0783,Casa,Belo Horizonte,Zona Sul,30,2,2,3127.58,Não
IMV-0784,Apartamento,Salvador,Zona Oeste,31,4,2,4603.14,Não
IMV-0785,Casa,Rio de Janeiro,Zona Leste,292,3,1,3303.1,Sim
IMV-0786,Estúdio,Porto Alegre,Centro,98,3,2,3857.15,Não
IMV-0787,Apartamento,Belo Horizonte,Centro,203,2,2,1415.17,Não
IMV-0788,Apartamento,Belo Horizonte,Zona Leste,57,4,2,4369.05,Não
IMV-0789,Casa,Rio de Janeiro,Zona Oeste,64,3,1,3197.5,Não
IMV-0790,Apartamento,Salvador,Centro,100,2,1,3117.7,Não
IMV-0791,Apartamento,São Paulo,Zona Norte,250,4,2,3138.7,Sim
IMV-0792,Apartamento,Salvador,Zona Oeste,78,3,2,1862.62,Não
IMV-0793,Casa,Porto Alegre,Centro,197,2,2,4613.32,Sim
IMV-0794,Casa,Porto Alegre,Zona Norte,210,3,2,1345.96,Sim
IMV-0795,Apartamento,Salvador,Zona Leste,281,1,1,3272.13,Não
IMV-0796,Casa,São Paulo,Zona Sul,269,1,2,4067.39,Sim
IMV-0797,Casa,Rio de Janeiro,Zona Oeste,197,1,2,4091.84,Sim
IMV-0798,Estúdio,São Paulo,Zona Sul,256,2,1,3236.94,Não
IMV-0799,Apartamento,Belo Horizonte,Zona Norte,223,1,1,973.29,Sim
IMV-0800,Casa,Porto Alegre,Zona Norte,122,1,2,930.89,Não
IMV-0801,Apartamento,São Paulo,Zona Norte,271,4,2,1685.39,Não
IMV-0802,Casa,Salvador,Zona Norte,244,2,1,3188.97,Não
IMV-0803,Apartamento,São Paulo,Zona Sul,167,2,2,2460.99,Sim
IMV-0804,Estúdio,São Paulo,Zona Leste,181,2,2,1658.86,Não
IMV-0805,Apartamento,Rio de Janeiro,Zona Sul,40,3,2,3920.76,Sim
IMV-0806,Estúdio,Rio de Janeiro,Zona Sul,58,4,1,3575.87,Não
IMV-0807,Apartamento,Belo Horizonte,Centro,299,1,1,1852.54,Sim
IMV-0808,Estúdio,Porto Alegre,Zona Norte,42,2,1,2996.26,Sim
IMV-0809,Casa,Porto Alegre,Zona Leste,175,2,1,1044.09,Sim
IMV-0810,Estúdio,São Paulo,Zona Oeste,35,2,1,2457.66,Não
IMV-0811,Apartamento,São Paulo,Centro,189,2,2,2115.95,Sim
IMV-0812,Estúdio,Belo Horizonte,Zona Leste,269,3,1,2350.72,Não
IMV-0813,Apartamento,Belo Horizonte,Zona Oeste,32,1,2,4167.84,Não
IMV-0814,Estúdio,Porto Alegre,Zona Sul,146,3,2,1704.65,Sim
IMV-0815,Apartamento,Belo Horizonte,Zona Oeste,85,4,2,4700.18,Não
IMV-0816,Apartamento,São Paulo,Zona Norte,146,2,2,4038.71,Sim
IMV-0817,Casa,Belo Horizonte,Zona Norte,227,4,2,2954.64,Não
IMV-0818,Estúdio,São Paulo,Zona Norte,191,2,1,1072.77,Sim
IMV-0819,Apartamento,São Paulo,Centro,162,3,2,3787.26,Sim
IMV-0820,Estúdio,Salvador,Zona Oeste,169,1,1,4729.35,Não
IMV-0821,Apartamento,São Paulo,Zona Norte,192,3,2,3933.12,Sim
IMV-0822,Estúdio,Belo Horizonte,Zona Norte,159,1,2,2956.31,Sim
IMV-0823,Estúdio,Salvador,Zona Oeste,289,1,1,2435.52,Sim
IMV-0824,Casa,São Paulo,Centro,112,3,1,3460.57,Não
IMV-0825,Apartamento,Salvador,Centro,281,4,2,546.96,Sim
IMV-0826,Apartamento,São Paulo,Zona Leste,31,3,1,3352.43,Sim
IMV-0827,Apartamento,Belo Horizonte,Centro,125,4,1,4495.64,Sim
IMV-0828,Estúdio,Salvador,Centro,149,2,2,1364.22,Não
IMV-0829,Apartamento,Salvador,Zona Oeste,89,4,1,1498.29,Sim
IMV-0830,Apartamento,Belo Horizonte,Zona Oeste,290,3,2,2561.17,Não
IMV-0831,Casa,Salvador,Zona Oeste,98,3,2,504.72,Não
IMV-0832,Estúdio,Belo Horizonte,Zona Sul,67,2,1,4338.96,Não
IMV-0833,Casa,Salvador,Zona Norte,205,2,2,4487.05,Não
IMV-0834,Estúdio,Salvador,Centro,92,3,2,2063.91,Não
IMV-0835,Apartamento,Belo Horizonte,Zona Leste,82,1,1,3797.1,Não
IMV-0836,Estúdio,Salvador,Centro,163,3,2,2870.14,Não
IMV-0837,Apartamento,Salvador,Zona Norte,76,3,2,1775.49,Não
IMV-0838,Apartamento,Salvador,Zona Leste,251,1,1,3468.41,Não
IMV-0839,Apartamento,São Paulo,Zona Norte,169,3,2,4437.97,Sim
IMV-0840,Apartamento,Porto Alegre,Zona Leste,102,1,2,3325.24,Sim
IMV-0841,Apartamento,Salvador,Zona Sul,97,3,1,4653.71,Sim
IMV-0842,Apartamento,Salvador,Zona Oeste,95,2,1,3372.16,Não
IMV-0843,Casa,Porto Alegre,Centro,60,3,1,3451.55,Sim
IMV-0844,Estúdio,Salvador,Centro,220,2,2,4262.71,Não
IMV-0845,Casa,Belo Horizonte,Zona Leste,108,3,2,3773.3,Sim
IMV-0846,Estúdio,Salvador,Zona Norte,238,1,2,1620.49,Não
IMV-0847,Apartamento,Belo Horizonte,Zona Leste,212,3,2,4621.14,Não
IMV-0848,Estúdio,Rio de Janeiro,Zona Sul,256,4,1,4971.66,Não
IMV-0849,Apartamento,Porto Alegre,Zona Leste,168,1,2,652.21,Sim
IMV-0850,Apartamento,Porto Alegre,Zona Norte,212,2,1,864.65,Não
IMV-0851,Casa,Belo Horizonte,Zona Leste,61,2,1,3609.16,Sim
IMV-0852,Estúdio,Belo Horizonte,Zona Oeste,80,3,1,829.47,Sim
IMV-0853,Apartamento,Salvador,Zona Norte,86,4,2,2375.59,Não
IMV-0854,Estúdio,Porto Alegre,Centro,217,2,2,3572.1,Não
IMV-0855,Casa,Salvador,Zona Norte,142,3,2,1170.84,Sim
IMV-0856,Apartamento,Rio de Janeiro,Zona Leste,157,1,2,2709.22,Sim
IMV-0857,Casa,São Paulo,Centro,221,1,1,4963.0,Não
IMV-0858,Casa,Salvador,Zona Leste,148,4,1,3375.78,Não
IMV-0859,Apartamento,Porto Alegre,Centro,255,3,2,3733.61,Não
IMV-0860,Estúdio,Porto Alegre,Zona Sul,126,1,2,549.24,Não
IMV-0861,Estúdio,Salvador,Zona Sul,63,3,2,4879.65,Não
IMV-0862,Apartamento,Belo Horizonte,Zona Norte,258,1,1,2626.68,Não
IMV-0863,Estúdio,Rio de Janeiro,Centro,277,4,2,2011.65,Não
IMV-0864,Casa,Rio de Janeiro,Zona Sul,147,3,1,2552.17,Não
IMV-0865,Casa,Belo Horizonte,Zona Oeste,55,1,1,3719.53,Não
IMV-0866,Casa,Belo Horizonte,Zona Leste,231,3,1,1146.71,Não
IMV-0867,Casa,Salvador,Zona Oeste,75,1,1,1902.8,Sim
IMV-0868,Estúdio,Belo Horizonte,Zona Oeste,70,3,1,1981.64,Sim
IMV-0869,Casa,São Paulo,Centro,266,3,1,2385.16,Não
IMV-0870,Apartamento,Porto Alegre,Zona Leste,63,1,2,4835.81,Sim
IMV-0871,Estúdio,Belo Horizonte,Zona Norte,116,1,1,3333.62,Sim
IMV-0872,Apartamento,Rio de Janeiro,Zona Oeste,256,4,2,1049.25,Sim
IMV-0873,Apartamento,São Paulo,Zona Norte,295,1,2,1970.81,Sim
IMV-0874,Estúdio,Salvador,Centro,83,2,2,3577.33,Não
IMV-0875,Casa,Rio de Janeiro,Zona Oeste,242,1,2,4330.09,Sim
IMV-0876,Casa,Belo Horizonte,Zona Oeste,235,4,2,3924.36,Não
IMV-0877,Apartamento,São Paulo,Zona Leste,241,2,1,2560.16,Sim
IMV-0878,Apartamento,Salvador,Centro,181,3,1,3698.97,Não
IMV-0879,Estúdio,Porto Alegre,Zona Sul,257,2,2,1560.05,Sim
IMV-0880,Estúdio,Porto Alegre,Zona Norte,90,2,2,3781.4,Sim
IMV-0881,Casa,Rio de Janeiro,Zona Leste,88,2,2,578.26,Sim
IMV-0882,Casa,Belo Horizonte,Zona Sul,257,1,1,1478.36,Sim
IMV-0883,Casa,São Paulo,Zona Oeste,285,4,2,4071.54,Sim
IMV-0884,Casa,Porto Alegre,Zona Leste,265,3,1,2959.67,Não
IMV-0885,Casa,Porto Alegre,Zona Leste,44,2,2,4233.06,Sim
IMV-0886,Casa,São Paulo,Zona Oeste,240,2,2,2711.42,Sim
IMV-0887,Estúdio,Salvador,Zona Leste,147,3,2,4005.18,Não
IMV-0888,Estúdio,São Paulo,Zona Oeste,30,1,1,2442.39,Não
IMV-0889,Casa,Salvador,Zona Oeste,126,2,1,3821.82,Não
IMV-0890,Estúdio,São Paulo,Centro,258,1,1,4834.75,Sim
IMV-0891,Apartamento,Belo Horizonte,Zona Oeste,189,1,2,3632.49,Não
IMV-0892,Apartamento,São Paulo,Zona Sul,63,2,1,1326.19,Não
IMV-0893,Estúdio,Salvador,Zona Norte,195,3,1,4254.69,Não
IMV-0894,Estúdio,Belo Horizonte,Zona Leste,207,2,2,4003.46,Sim
IMV-0895,Estúdio,São Paulo,Zona Oeste,69,3,2,1493.11,Não
IMV-0896,Estúdio,Belo Horizonte,Zona Sul,271,3,2,4632.94,Não
IMV-0897,Estúdio,Salvador,Zona Sul,278,3,2,2860.05,Sim
IMV-0898,Apartamento,Belo Horizonte,Centro,176,2,2,2020.35,Não
IMV-0899,Apartamento,São Paulo,Zona Sul,163,3,1,3205.31,Sim
IMV-0900,Apartamento,São Paulo,Zona Sul,278,1,2,1957.6,Não
IMV-0901,Apartamento,Rio de Janeiro,Zona Sul,270,3,2,4165.07,Sim
IMV-0902,Apartamento,Rio de Janeiro,Zona Oeste,34,4,2,2788.61,Sim
IMV-0903,Estúdio,Rio de Janeiro,Zona Leste,95,1,2,4625.87,Não
IMV-0904,Estúdio,São Paulo,Zona Leste,201,3,2,4996.65,Não
IMV-0905,Apartamento,Porto Alegre,Zona Oeste,223,3,1,2412.99,Sim
IMV-0906,Casa,Porto Alegre,Zona Leste,265,4,2,4304.48,Não
IMV-0907,Apartamento,Rio de Janeiro,Zona Sul,75,1,1,3518.03,Sim
IMV-0908,Casa,Salvador,Centro,63,1,2,1967.12,Não
IMV-0909,Estúdio,Salvador,Centro,230,1,1,3512.91,Sim
IMV-0910,Estúdio,Porto Alegre,Zona Norte,205,3,1,1721.13,Não
IMV-0911,Casa,Belo Horizonte,Zona Sul,149,2,1,1415.29,Não
IMV-0912,Estúdio,Porto Alegre,Zona Sul,217,2,2,1522.26,Sim
IMV-0913,Casa,São Paulo,Zona Sul,232,1,1,4815.46,Não
IMV-0914,Casa,São Paulo,Zona Leste,226,2,1,1994.01,Sim
IMV-0915,Estúdio,Belo Horizonte,Centro,117,4,1,3000.5,Não
IMV-0916,Casa,Porto Alegre,Zona Leste,246,4,2,3998.07,Sim
IMV-0917,Apartamento,Rio de Janeiro,Zona Sul,189,3,1,3522.19,Não
IMV-0918,Estúdio,Belo Horizonte,Centro,222,1,2,2487.73,Sim
IMV-0919,Apartamento,Belo Horizonte,Zona Norte,198,3,1,1015.51,Sim
IMV-0920,Apartamento,Porto Alegre,Zona Sul,103,2,1,2851.81,Não
IMV-0921,Casa,Salvador,Zona Leste,33,2,2,694.34,Não
IMV-0922,Apartamento,Belo Horizonte,Zona Leste,217,4,1,4982.19,Sim
IMV-0923,Apartamento,Belo Horizonte,Zona Leste,123,4,1,3037.87,Sim
IMV-0924,Estúdio,São Paulo,Zona Leste,165,2,2,543.91,Não
IMV-0925,Estúdio,Salvador,Zona Norte,35,1,2,3269.16,Sim
IMV-0926,Apartamento,São Paulo,Zona Norte,262,1,1,2910.74,Sim
IMV-0927,Apartamento,Belo Horizonte,Zona Oeste,211,1,2,4491.59,Sim
IMV-0928,Estúdio,Belo Horizonte,Centro,58,3,1,4883.77,Não
IMV-0929,Apartamento,São Paulo,Centro,242,4,1,1419.7,Sim
IMV-0930,Estúdio,Porto Alegre,Zona Sul,240,3,1,1301.29,Não
IMV-0931,Apartamento,Porto Alegre,Zona Sul,173,4,2,521.67,Não
IMV-0932,Casa,Salvador,Zona Oeste,150,3,1,4680.06,Não
IMV-0933,Estúdio,Rio de Janeiro,Zona Leste,65,2,1,4314.44,Não
IMV-0934,Casa,Rio de Janeiro,Zona Leste,260,3,2,3686.39,Não
IMV-0935,Casa,Porto Alegre,Zona Sul,217,4,2,1525.04,Não
IMV-0936,Casa,São Paulo,Zona Oeste,248,3,2,509.31,Sim
IMV-0937,Estúdio,São Paulo,Zona Norte,181,4,2,3593.87,Não
IMV-0938,Casa,Belo Horizonte,Zona Oeste,85,2,1,3948.8,Não
IMV-0939,Apartamento,Porto Alegre,Zona Sul,77,2,2,4550.44,Sim
IMV-0940,Estúdio,Rio de Janeiro,Zona Leste,218,4,2,4521.44,Sim
IMV-0941,Estúdio,Salvador,Zona Sul,32,3,2,927.18,Sim
IMV-0942,Apartamento,Salvador,Zona Norte,131,2,2,4475.37,Sim
IMV-0943,Apartamento,Porto Alegre,Zona Leste,92,3,2,1762.2,Sim
IMV-0944,Apartamento,Belo Horizonte,Centro,139,3,1,4396.23,Não
IMV-0945,Apartamento,Belo Horizonte,Zona Leste,135,4,2,720.54,Sim
IMV-0946,Estúdio,Salvador,Zona Leste,83,1,2,2946.64,Não
IMV-0947,Estúdio,Porto Alegre,Zona Leste,244,4,2,4659.99,Não
IMV-0948,Casa,Porto Alegre,Zona Oeste,88,3,2,4738.66,Sim
IMV-0949,Casa,Belo Horizonte,Zona Oeste,103,4,2,4684.42,Sim
IMV-0950,Casa,Belo Horizonte,Zona Leste,260,3,1,3541.04,Sim
IMV-0951,Apartamento,São Paulo,Zona Norte,208,4,2,3591.76,Não
IMV-0952,Casa,Rio de Janeiro,Zona Sul,217,3,1,3548.36,Não
IMV-0953,Estúdio,São Paulo,Zona Leste,56,1,2,2299.5,Não
IMV-0954,Estúdio,São Paulo,Zona Sul,91,4,1,3971.89,Sim
IMV-0955,Estúdio,São Paulo,Centro,135,4,1,2205.35,Sim
IMV-0956,Apartamento,Belo Horizonte,Zona Leste,186,1,2,3034.17,Não
IMV-0957,Casa,São Paulo,Zona Norte,84,3,2,2621.49,Não
IMV-0958,Casa,Rio de Janeiro,Centro,211,1,2,1653.83,Não
IMV-0959,Casa,Rio de Janeiro,Zona Norte,227,3,1,3920.33,Não
IMV-0960,Apartamento,São Paulo,Centro,44,1,2,2770.96,Sim
IMV-0961,Apartamento,Porto Alegre,Zona Norte,205,2,1,4931.32,Sim
IMV-0962,Apartamento,Porto Alegre,Zona Oeste,193,4,1,1628.21,Sim
IMV-0963,Apartamento,São Paulo,Centro,125,4,1,3952.26,Não
IMV-0964,Apartamento,Belo Horizonte,Zona Sul,115,4,1,2992.43,Não
IMV-0965,Apartamento,Belo Horizonte,Zona Oeste,33,4,1,2374.86,Sim
IMV-0966,Estúdio,Salvador,Centro,263,3,1,4380.49,Não
IMV-0967,Estúdio,Porto Alegre,Centro,175,3,1,1222.4,Não
IMV-0968,Casa,Belo Horizonte,Zona Leste,281,2,2,991.31,Sim
IMV-0969,Apartamento,Salvador,Zona Sul,194,3,2,1030.81,Não
IMV-0970,Casa,Belo Horizonte,Zona Sul,112,3,2,4863.09,Não
IMV-0971,Apartamento,Salvador,Zona Norte,35,3,1,4838.28,Sim
IMV-0972,Estúdio,Rio de Janeiro,Zona Leste,35,3,2,2321.17,Sim
IMV-0973,Apartamento,São Paulo,Zona Sul,178,1,2,2567.48,Sim
IMV-0974,Estúdio,São Paulo,Zona Sul,110,3,2,1046.86,Sim
IMV-0975,Casa,Salvador,Zona Sul,264,1,2,1557.3,Sim
IMV-0976,Apartamento,Belo Horizonte,Centro,35,1,2,4213.22,Sim
IMV-0977,Casa,Belo Horizonte,Zona Oeste,266,3,2,2912.86,Não
IMV-0978,Casa,Belo Horizonte,Zona Sul,207,2,1,3814.5,Sim
IMV-0979,Apartamento,Porto Alegre,Zona Leste,144,4,2,1932.77,Não
IMV-0980,Estúdio,Salvador,Centro,31,2,1,4402.1,Não
IMV-0981,Apartamento,Porto Alegre,Zona Sul,62,3,2,4774.1,Não
IMV-0982,Casa,São Paulo,Zona Norte,46,3,2,559.02,Sim
IMV-0983,Estúdio,São Paulo,Zona Sul,125,1,2,4229.18,Não
IMV-0984,Estúdio,Salvador,Centro,95,4,1,2002.91,Sim
IMV-0985,Estúdio,Salvador,Zona Oeste,210,3,1,4819.65,Não
IMV-0986,Casa,São Paulo,Zona Norte,279,4,2,3136.97,Sim
IMV-0987,Apartamento,Porto Alegre,Zona Norte,106,2,2,2184.81,Não
IMV-0988,Casa,Rio de Janeiro,Centro,96,4,2,4985.65,Sim
IMV-0989,Estúdio,Rio de Janeiro,Zona Sul,92,3,2,2337.78,Não
IMV-0990,Estúdio,Rio de Janeiro,Zona Sul,244,2,2,2401.97,Não
IMV-0991,Apartamento,Salvador,Zona Norte,195,1,1,2869.77,Sim
IMV-0992,Apartamento,Belo Horizonte,Zona Oeste,246,1,2,1865.93,Não
IMV-0993,Apartamento,Rio de Janeiro,Zona Norte,176,1,1,1314.42,Não
IMV-0994,Apartamento,Salvador,Zona Norte,193,3,2,1076.23,Não
IMV-0995,Estúdio,São Paulo,Zona Sul,250,4,1,4251.12,Não
IMV-0996,Estúdio,São Paulo,Zona Oeste,129,1,2,1996.32,Não
IMV-0997,Apartamento,Porto Alegre,Centro,101,4,2,3740.53,Não
IMV-0998,Casa,São Paulo,Zona Sul,42,4,1,2509.42,Sim
IMV-0999,Estúdio,Salvador,Zona Sul,75,3,1,3036.14,Sim
IMV-1000,Apartamento,Rio de Janeiro,Zona Norte,131,3,1,1929.91,Sim
IMV-1001,Estúdio,Porto Alegre,Zona Oeste,215,2,2,4575.42,Sim
IMV-1002,Apartamento,Rio de Janeiro,Zona Norte,144,2,1,3833.85,Não
IMV-1003,Estúdio,Porto Alegre,Zona Oeste,295,4,2,2147.95,Sim
IMV-1004,Casa,Salvador,Zona Oeste,46,2,2,4307.27,Sim
IMV-1005,Apartamento,Belo Horizonte,Zona Oeste,79,1,1,1947.51,Não
IMV-1006,Apartamento,Rio de Janeiro,Zona Oeste,80,4,2,3013.17,Não
IMV-1007,Apartamento,Salvador,Zona Oeste,150,4,2,1049.64,Não
IMV-1008,Casa,Belo Horizonte,Zona Leste,56,4,1,2938.39,Sim
IMV-1009,Casa,Rio de Janeiro,Zona Sul,47,4,1,2199.1,Não
IMV-1010,Casa,Rio de Janeiro,Zona Norte,87,1,1,738.79,Sim
IMV-1011,Apartamento,Rio de Janeiro,Zona Leste,184,3,2,1939.84,Sim
IMV-1012,Apartamento,São Paulo,Zona Norte,214,1,1,2421.02,Não
IMV-1013,Estúdio,Porto Alegre,Zona Leste,264,4,2,2443.77,Sim
IMV-1014,Estúdio,Porto Alegre,Zona Leste,48,1,2,1842.24,Sim
IMV-1015,Estúdio,Belo Horizonte,Centro,55,3,1,4257.78,Não
IMV-1016,Apartamento,Belo Horizonte,Zona Norte,73,4,1,1415.1,Não
IMV-1017,Apartamento,Porto Alegre,Centro,50,3,2,2922.21,Sim
IMV-1018,Apartamento,Porto Alegre,Zona Leste,260,3,1,3667.36,Sim
IMV-1019,Casa,São Paulo,Zona Leste,63,3,2,1720.04,Não
